"Date of Download: 2024-05-20_14:03:26"
"Search Parameters: Data Level:all  Trait List:  Trial List:11755,12509,11756,12466,11757,12510  Accession List:  Plot List:  Plant List:  Location List:  Year List:  Include Timestamp:0  Trait Contains:  Minimum Phenotype:   Maximum Phenotype:  Exclude Phenotype Outlier: 0"

"studyYear","programDbId","programName","programDescription","studyDbId","studyName","studyDescription","studyDesign","plotWidth","plotLength","fieldSize","fieldTrialIsPlannedToBeGenotyped","fieldTrialIsPlannedToCross","plantingDate","harvestDate","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","rowNumber","colNumber","entryType","plantNumber","cassava bacterial blight severity 3-month evaluation|CO_334:0000175","dry matter content by specific gravity method|CO_334:0000160","first apical branch height measurement in cm|CO_334:0000106","fresh root yield|CO_334:0000013","fresh storage root weight per plot|CO_334:0000012","initial plant vigor assessment 1-5|CO_334:0000220","lodged plants estimation 1-3|CO_334:0000301","marketable root number counting|CO_334:0000169","number of planted stakes per plot counting|CO_334:0000159","plant architecture visual rating 1-5|CO_334:0000099","plant height measurement in cm|CO_334:0000018","plant stands harvested counting|CO_334:0000010","root color visual rating 1-3|CO_334:0000221","root evaluation scaled 1-5|CO_334:0000228","root weight in air|CO_334:0000157","root weight in water|CO_334:0000158","rotted storage root counting|CO_334:0000084","sprout count discrete counting|CO_334:0000138","thrips severity : visual 1-5|CO_334:0002084","total carotenoid by chart 1-8|CO_334:0000161","notes"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11755","202336DMEPR_repe","202336DMEPR_repe","RCBD","2","4","","no","no","2023-June-30","2024-April-11","56","Repelon. Atlantico, Colombia","4997513","GM1011B-6","","plot","6762206","202336DMEPR_repe_rep1_GM1011B-6_216","1","1","216","12","1","test","","1","29.6403211009174","140","17.7083333333333","8.5","4","1","","10","4","250","6","1","2","4730","370","0","10","1","3"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11755","202336DMEPR_repe","202336DMEPR_repe","RCBD","2","4","","no","no","2023-June-30","2024-April-11","56","Repelon. Atlantico, Colombia","4997518","GM13549B-4","","plot","6762291","202336DMEPR_repe_rep1_GM13549B-4_108","1","1","108","6","1","test","","1","27.8936241610738","130","3.125","1.5","4","2","","10","4","170","2","3","3","1440","99","0","3","1","3"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11755","202336DMEPR_repe","202336DMEPR_repe","RCBD","2","4","","no","no","2023-June-30","2024-April-11","56","Repelon. Atlantico, Colombia","4997519","GM13549B-5","","plot","6762423","202336DMEPR_repe_rep1_GM13549B-5_186","1","1","186","11","6","test","","1","27.5787343215507","140","11.25","5.4","4","2","","10","3","240","2","3","2","4700","315","0","4","1","3"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11755","202336DMEPR_repe","202336DMEPR_repe","RCBD","2","4","","no","no","2023-June-30","2024-April-11","56","Repelon. Atlantico, Colombia","4997520","GM13549B-6","","plot","6762293","202336DMEPR_repe_rep1_GM13549B-6_24","1","1","24","2","13","test","","1","23.2792507204611","90","5","2.4","4","2","","10","4","240","2","3","3","2900","124","0","3","1","3"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11755","202336DMEPR_repe","202336DMEPR_repe","RCBD","2","4","","no","no","2023-June-30","2024-April-11","56","Repelon. Atlantico, Colombia","4997522","GM13549B-8","","plot","6762296","202336DMEPR_repe_rep1_GM13549B-8_40","1","1","40","3","4","test","","1","30.5972727272727","110","11.4583333333333","5.5","5","2","","10","3","250","2","3","2","3660","305","0","3","1","3"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11755","202336DMEPR_repe","202336DMEPR_repe","RCBD","2","4","","no","no","2023-June-30","2024-April-11","56","Repelon. Atlantico, Colombia","6154676","GM13565A-22","","plot","6762413","202336DMEPR_repe_rep1_GM13565A-22_82","1","1","82","5","10","test","","1","22.375974025974","235","1.04166666666667","0.5","4","2","","10","3","250","1","3","4","320","12","0","1","1","3"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11755","202336DMEPR_repe","202336DMEPR_repe","RCBD","2","4","","no","no","2023-June-30","2024-April-11","56","Repelon. Atlantico, Colombia","6154693","GM13860B-16","","plot","6762274","202336DMEPR_repe_rep1_GM13860B-16_149","1","1","149","9","5","test","","1","33.1648719361058","340","13.9583333333333","6.7","4","2","","10","4","340","4","1","3","4020","389","0","4","1","3"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11755","202336DMEPR_repe","202336DMEPR_repe","RCBD","2","4","","no","no","2023-June-30","2024-April-11","56","Repelon. Atlantico, Colombia","4997539","GM13922A-3","","plot","6762398","202336DMEPR_repe_rep1_GM13922A-3_98","1","1","98","6","11","test","","1","36.5543348281016","270","27.0833333333333","13","5","1","","10","1","270","6","3","2","4530","516","0","10","1","3"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11755","202336DMEPR_repe","202336DMEPR_repe","RCBD","2","4","","no","no","2023-June-30","2024-April-11","56","Repelon. Atlantico, Colombia","4997540","GM13922A-4","","plot","6762510","202336DMEPR_repe_rep1_GM13922A-4_135","1","1","135","8","10","test","","1","31.3237431394072","110","20.8333333333333","10","5","1","","10","3","300","4","3","2","4990","435","0","5","1","3"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11755","202336DMEPR_repe","202336DMEPR_repe","RCBD","2","4","","no","no","2023-June-30","2024-April-11","56","Repelon. Atlantico, Colombia","6154699","GM13925-21","","plot","6762533","202336DMEPR_repe_rep1_GM13925-21_162","1","1","162","9","18","test","","1","30.1047211485367","290","5.20833333333333","2.5","4","2","","10","2","290","3","3","3","1970","159","0","4","1","3"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11755","202336DMEPR_repe","202336DMEPR_repe","RCBD","2","4","","no","no","2023-June-30","2024-April-11","56","Repelon. Atlantico, Colombia","6154701","GM13925-23","","plot","6762345","202336DMEPR_repe_rep1_GM13925-23_191","1","1","191","11","11","test","","1","32.9625369603785","230","8.33333333333333","4","5","2","","10","3","350","3","3","2","3740","358","0","3","1","3"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11755","202336DMEPR_repe","202336DMEPR_repe","RCBD","2","4","","no","no","2023-June-30","2024-April-11","56","Repelon. Atlantico, Colombia","4997553","GM13931A-3","","plot","6762419","202336DMEPR_repe_rep1_GM13931A-3_66","1","1","66","4","7","test","","1","35.6247955390334","270","3.125","1.5","4","1","","10","2","270","1","3","2","1510","165","0","5","1","3"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11755","202336DMEPR_repe","202336DMEPR_repe","RCBD","2","4","","no","no","2023-June-30","2024-April-11","56","Repelon. Atlantico, Colombia","4997558","GM13971A-3","","plot","6762392","202336DMEPR_repe_rep1_GM13971A-3_53","1","1","53","3","17","test","","1","34.757447973713","130","8.95833333333333","4.3","4","1","","10","2","250","2","3","2","4080","428","0","3","1","3"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11755","202336DMEPR_repe","202336DMEPR_repe","RCBD","2","4","","no","no","2023-June-30","2024-April-11","56","Repelon. Atlantico, Colombia","4997564","GM13988A-1","","plot","6762259","202336DMEPR_repe_rep1_GM13988A-1_196","1","1","196","11","16","test","","1","32.1319151515151","105","11.25","5.4","4","2","","10","3","230","2","3","2","4540","415","0","3","1","3"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11755","202336DMEPR_repe","202336DMEPR_repe","RCBD","2","4","","no","no","2023-June-30","2024-April-11","56","Repelon. Atlantico, Colombia","4997566","GM13988A-3","","plot","6762508","202336DMEPR_repe_rep1_GM13988A-3_54","1","1","54","3","18","test","","1","31.1514091122592","80","4.79166666666667","2.3","4","2","","10","3","290","1","3","2","2330","201","0","1","1","3"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11755","202336DMEPR_repe","202336DMEPR_repe","RCBD","2","4","","no","no","2023-June-30","2024-April-11","56","Repelon. Atlantico, Colombia","4997568","GM13988A-5","","plot","6762541","202336DMEPR_repe_rep1_GM13988A-5_169","1","1","169","10","12","test","","1","31.6114941254711","110","20.8333333333333","10","4","1","","10","2","260","2","1","1","4950","439","0","3","1","3"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11755","202336DMEPR_repe","202336DMEPR_repe","RCBD","2","4","","no","no","2023-June-30","2024-April-11","56","Repelon. Atlantico, Colombia","6154703","GM13994A-16","","plot","6762295","202336DMEPR_repe_rep1_GM13994A-16_141","1","1","141","8","4","test","","1","29.2810292249047","300","12.5","6","4","1","","10","2","300","3","1","1","4260","325","1","3","1","3"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11755","202336DMEPR_repe","202336DMEPR_repe","RCBD","2","4","","no","no","2023-June-30","2024-April-11","56","Repelon. Atlantico, Colombia","4997572","GM13996A-1","","plot","6762646","202336DMEPR_repe_rep1_GM13996A-1_12","1","1","12","1","12","test","","1","27.6414271432142","120","12.9166666666667","6.2","4","1","","10","3","290","5","3","3","4290","289","0","6","1","3"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11755","202336DMEPR_repe","202336DMEPR_repe","RCBD","2","4","","no","no","2023-June-30","2024-April-11","56","Repelon. Atlantico, Colombia","4997575","GM13997A-2","","plot","6762308","202336DMEPR_repe_rep1_GM13997A-2_232","1","1","232","13","16","test","","1","25.724483708123","150","4.79166666666667","2.3","4","2","","10","3","280","1","3","3","2310","131","0","2","1","3"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11755","202336DMEPR_repe","202336DMEPR_repe","RCBD","2","4","","no","no","2023-June-30","2024-April-11","56","Repelon. Atlantico, Colombia","4997576","GM13997A-3","","plot","6762425","202336DMEPR_repe_rep1_GM13997A-3_49","1","1","49","3","13","test","","1","34.1095072788354","230","24.5833333333333","11.8","4","1","","10","2","240","5","1","1","4970","505","0","8","1","3"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11755","202336DMEPR_repe","202336DMEPR_repe","RCBD","2","4","","no","no","2023-June-30","2024-April-11","56","Repelon. Atlantico, Colombia","6154708","GM14039A-17","","plot","6762207","202336DMEPR_repe_rep1_GM14039A-17_194","1","1","194","11","14","test","","1","36.9771493212669","120","21.875","10.5","4","2","","10","4","260","6","3","3","5000","580","0","9","1","3"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11755","202336DMEPR_repe","202336DMEPR_repe","RCBD","2","4","","no","no","2023-June-30","2024-April-11","56","Repelon. Atlantico, Colombia","4997578","GM14040A-2","","plot","6762387","202336DMEPR_repe_rep1_GM14040A-2_106","1","1","106","6","3","test","","1","31.5460969044414","230","21.6666666666667","10.4","5","2","","10","2","230","6","3","3","4890","432","0","9","1","3"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11755","202336DMEPR_repe","202336DMEPR_repe","RCBD","2","4","","no","no","2023-June-30","2024-April-11","56","Repelon. Atlantico, Colombia","4997584","GM14044A-2","","plot","6762237","202336DMEPR_repe_rep1_GM14044A-2_189","1","1","189","11","9","test","","1","38.2126465661641","280","1.66666666666667","0.8","5","1","","10","2","280","1","3","4","680","83","0","1","1","3"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11755","202336DMEPR_repe","202336DMEPR_repe","RCBD","2","4","","no","no","2023-June-30","2024-April-11","56","Repelon. Atlantico, Colombia","4997587","GM14044A-5","","plot","6762268","202336DMEPR_repe_rep1_GM14044A-5_22","1","1","22","2","15","test","","1","33.8501266624446","240","8.54166666666666","4.1","4","2","","10","2","240","5","3","3","3510","352","0","8","1","3"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11755","202336DMEPR_repe","202336DMEPR_repe","RCBD","2","4","","no","no","2023-June-30","2024-April-11","56","Repelon. Atlantico, Colombia","4997588","GM14044A-6","","plot","6762498","202336DMEPR_repe_rep1_GM14044A-6_224","1","1","224","13","8","test","","1","24.3871284865112","290","20.8333333333333","10","5","1","","10","2","290","6","3","3","4600","226","0","8","1","3"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11755","202336DMEPR_repe","202336DMEPR_repe","RCBD","2","4","","no","no","2023-June-30","2024-April-11","56","Repelon. Atlantico, Colombia","4997590","GM14046A-2","","plot","6762590","202336DMEPR_repe_rep1_GM14046A-2_68","1","1","68","4","5","test","","1","29.0095616024187","100","3.54166666666667","1.7","5","2","","10","4","260","3","3","4","1430","107","1","6","1","3"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11755","202336DMEPR_repe","202336DMEPR_repe","RCBD","2","4","","no","no","2023-June-30","2024-April-11","56","Repelon. Atlantico, Colombia","6154721","GM14047A-28","","plot","6762220","202336DMEPR_repe_rep1_GM14047A-28_128","1","1","128","8","17","test","","1","32.2211631108052","150","22.2916666666667","10.7","4","1","","10","2","240","3","3","2","4800","441","0","7","1","3"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11755","202336DMEPR_repe","202336DMEPR_repe","RCBD","2","4","","no","no","2023-June-30","2024-April-11","56","Repelon. Atlantico, Colombia","6154723","GM14047A-30","","plot","6762225","202336DMEPR_repe_rep1_GM14047A-30_181","1","1","181","11","1","test","","1","34.9560592255125","280","22.2916666666667","10.7","5","1","","10","2","280","6","3","3","4910","520","0","9","1","3"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11755","202336DMEPR_repe","202336DMEPR_repe","RCBD","2","4","","no","no","2023-June-30","2024-April-11","56","Repelon. Atlantico, Colombia","6154724","GM14049A-144","","plot","6762292","202336DMEPR_repe_rep1_GM14049A-144_65","1","1","65","4","8","test","","1","37.2629357798165","170","29.1666666666667","14","4","1","","10","2","260","3","3","2","4940","580","0","5","1","3"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11755","202336DMEPR_repe","202336DMEPR_repe","RCBD","2","4","","no","no","2023-June-30","2024-April-11","56","Repelon. Atlantico, Colombia","6154725","GM14049A-145","","plot","6762256","202336DMEPR_repe_rep1_GM14049A-145_188","1","1","188","11","8","test","","1","34.6978222023677","270","15.625","7.5","5","1","","10","2","270","5","1","1","5000","523","0","7","1","3"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11755","202336DMEPR_repe","202336DMEPR_repe","RCBD","2","4","","no","no","2023-June-30","2024-April-11","56","Repelon. Atlantico, Colombia","4997594","GM14052B-2","","plot","6762372","202336DMEPR_repe_rep1_GM14052B-2_144","1","1","144","8","1","test","","1","34.3661634928007","80","27.0833333333333","13","5","1","","10","3","260","5","3","2","4800","494","0","6","1","3"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11755","202336DMEPR_repe","202336DMEPR_repe","RCBD","2","4","","no","no","2023-June-30","2024-April-11","56","Repelon. Atlantico, Colombia","4997595","GM14052B-3","","plot","6762480","202336DMEPR_repe_rep1_GM14052B-3_72","1","1","72","4","1","test","","1","32.0452603861907","95","5.41666666666667","2.6","4","2","","10","3","250","4","3","4","1880","171","6","5","1","3"," (Operator: lizbethpino, Time: ), Pudrición Total (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11755","202336DMEPR_repe","202336DMEPR_repe","RCBD","2","4","","no","no","2023-June-30","2024-April-11","56","Repelon. Atlantico, Colombia","4997596","GM14052B-4","","plot","6762620","202336DMEPR_repe_rep1_GM14052B-4_79","1","1","79","5","7","test","","1","32.643424576019","360","8.95833333333333","4.3","4","2","","10","3","360","2","3","2","3710","349","2","2","1","3"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11755","202336DMEPR_repe","202336DMEPR_repe","RCBD","2","4","","no","no","2023-June-30","2024-April-11","56","Repelon. Atlantico, Colombia","4997598","GM14052B-6","","plot","6762451","202336DMEPR_repe_rep1_GM14052B-6_50","1","1","50","3","14","test","","1","36.6743216817404","110","30.2083333333333","14.5","4","1","","10","2","260","5","3","1","4620","529","0","6","1","3"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11755","202336DMEPR_repe","202336DMEPR_repe","RCBD","2","4","","no","no","2023-June-30","2024-April-11","56","Repelon. Atlantico, Colombia","4997600","GM14052B-8","","plot","6762444","202336DMEPR_repe_rep1_GM14052B-8_226","1","1","226","13","10","test","","1","32.4980389265703","130","11.4583333333333","5.5","4","1","","10","2","260","3","3","4","3740","349","0","6","1","3"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11755","202336DMEPR_repe","202336DMEPR_repe","RCBD","2","4","","no","no","2023-June-30","2024-April-11","56","Repelon. Atlantico, Colombia","6154727","GM14053A-6","","plot","6762375","202336DMEPR_repe_rep1_GM14053A-6_84","1","1","84","5","12","test","","1","33.5815577078289","130","5.83333333333333","2.8","4","1","","10","2","220","1","3","2","2750","272","0","2","1","3"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11755","202336DMEPR_repe","202336DMEPR_repe","RCBD","2","4","","no","no","2023-June-30","2024-April-11","56","Repelon. Atlantico, Colombia","4997604","GM14053B-3","","plot","6762441","202336DMEPR_repe_rep1_GM14053B-3_19","1","1","19","2","18","test","","1","19.5367867867868","90","0.625","0.3","3","1","","10","4","240","1","3","4","340","7","0","1","1","3"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11755","202336DMEPR_repe","202336DMEPR_repe","RCBD","2","4","","no","no","2023-June-30","2024-April-11","56","Repelon. Atlantico, Colombia","4997610","GM14056A-4","","plot","6762443","202336DMEPR_repe_rep1_GM14056A-4_176","1","1","176","10","5","test","","1","30.9630508474576","160","5.41666666666667","2.6","4","2","","10","3","290","5","3","4","2580","220","0","8","1","3"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11755","202336DMEPR_repe","202336DMEPR_repe","RCBD","2","4","","no","no","2023-June-30","2024-April-11","56","Repelon. Atlantico, Colombia","4997613","GM14058B-1","","plot","6762511","202336DMEPR_repe_rep1_GM14058B-1_6","1","1","6","1","6","test","","1","","","","","4","","","10","","","","","","","","","5","1",""," (Operator: lizbethpino, Time: ), Plantas muertas (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11755","202336DMEPR_repe","202336DMEPR_repe","RCBD","2","4","","no","no","2023-June-30","2024-April-11","56","Repelon. Atlantico, Colombia","4997614","GM14058B-2","","plot","6762623","202336DMEPR_repe_rep1_GM14058B-2_172","1","1","172","10","9","test","","1","27.60472","180","2.5","1.2","4","1","","10","2","280","1","3","4","1340","90","0","1","1","3"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11755","202336DMEPR_repe","202336DMEPR_repe","RCBD","2","4","","no","no","2023-June-30","2024-April-11","56","Repelon. Atlantico, Colombia","4997617","GM14058B-5","","plot","6762580","202336DMEPR_repe_rep1_GM14058B-5_209","1","1","209","12","8","test","","1","27.7308429118774","80","2.29166666666667","1.1","4","1","","10","2","220","1","3","3","840","57","0","2","1","3"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11755","202336DMEPR_repe","202336DMEPR_repe","RCBD","2","4","","no","no","2023-June-30","2024-April-11","56","Repelon. Atlantico, Colombia","4997618","GM14058B-6","","plot","6762591","202336DMEPR_repe_rep1_GM14058B-6_47","1","1","47","3","11","test","","1","29.4889071364586","290","8.33333333333333","4","4","1","","10","1","310","3","3","3","3630","281","0","4","1","3"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11755","202336DMEPR_repe","202336DMEPR_repe","RCBD","2","4","","no","no","2023-June-30","2024-April-11","56","Repelon. Atlantico, Colombia","4997619","GM14058B-7","","plot","6762406","202336DMEPR_repe_rep1_GM14058B-7_16","1","1","16","1","16","test","","1","27.5007993319016","140","23.9583333333333","11.5","5","2","","10","3","290","6","3","1","4490","299","0","8","1","3"," (Operator: lizbethpino, Time: )"
